,F06,F07,F08,F09,F11,F14,F18,F19,F21,F22,G01,G02,G03,G05,G07,G09,G10,L02,L03,L04,L06,L07,L08,L11,L13,L14,L15,L16,L17,L18,L20,L21,L22,L23,M02,M03,M04,M07,M08,M09,R03,R04,R05,R06,R08,R10,Kingdom,Phylum,Class,Order,Family,Genus,Species
Zotu753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(58.73333333333334),Pseudomonadales(58.73333333333334),Pseudomonadaceae(58.73333333333334),Hepatobacter(41.26666666666669),Hepatobacter penaei(41.26666666666669)
Zotu1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(59.99880952380955),Pseudomonadales(59.99880952380955),Pseudomonadaceae(59.99880952380955),Hepatobacter(40.00119047619047),Hepatobacter penaei(40.00119047619047)
Zotu1252,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,2,0,0,0,0,0,3,0,Bacteria(100.00000000000001),Proteobacteria(100.00000000000001),Gammaproteobacteria(63.757059607059595),Pseudomonadales(63.757059607059595),Pseudomonadaceae(63.757059607059595),Pseudomonas_E(40.51194638694637),Hepatobacter penaei(36.24294039294039)
Zotu917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,26,0,0,0,0,0,0,0,Bacteria(100.00000000000001),Proteobacteria(85.2),Gammaproteobacteria(46.3),Pseudomonadales(38.9),Oleiphilaceae(38.9),Marinobacter(38.9),Marinobacter sp003030785(38.9)
Zotu886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000003),Bacteroidota(100.00000000000003),Bacteroidia(100.00000000000003),Cytophagales(100.00000000000003),Hymenobacteraceae(100.00000000000003),Hymenobacter(98.00000000000003),Hymenobacter coccineus(55.33333333333334)
Zotu602,0,0,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,19,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000003),Proteobacteria(100.00000000000003),Gammaproteobacteria(100.00000000000003),Enterobacterales(100.00000000000003),Enterobacteriaceae(100.00000000000003),Yersinia(61.91042043843775),Serratia proteamaculans_C(6.766040552678492)
Zotu709,0,0,0,0,0,14,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,6,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000003),Proteobacteria(100.00000000000003),Gammaproteobacteria(100.00000000000003),Enterobacterales(100.00000000000003),Enterobacteriaceae(100.00000000000003),Yersinia(62.652403758438204),Serratia proteamaculans_C(6.856928480204338)
Zotu816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000003),Proteobacteria(100.00000000000003),Gammaproteobacteria(100.00000000000003),Enterobacterales(100.00000000000003),Enterobacteriaceae(100.00000000000003),Yersinia(62.69276556776561),Serratia proteamaculans_C(6.852106227106232)
Zotu651,0,0,3,2,0,18,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,4,0,7,0,11,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000003),Proteobacteria(100.00000000000003),Gammaproteobacteria(100.00000000000003),Enterobacterales(100.00000000000003),Enterobacteriaceae(100.00000000000003),Yersinia(63.79380341880342),Serratia proteamaculans_C(7.015537240537238)
Zotu743,0,0,2,0,0,15,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,2,7,0,11,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000003),Proteobacteria(100.00000000000003),Gammaproteobacteria(100.00000000000003),Enterobacterales(100.00000000000003),Enterobacteriaceae(100.00000000000003),Yersinia(63.948829873829915),Serratia proteamaculans_C(7.024002849002853)
Zotu620,3,1,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,4,0,2,0,6,0,5,2,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000003),Proteobacteria(100.00000000000003),Gammaproteobacteria(100.00000000000003),Pseudomonadales(100.00000000000003),Moraxellaceae(100.00000000000003),Acinetobacter(100.00000000000003),Acinetobacter sp000632455(17.492431588019823)
Zotu594,0,3,0,4,5,1,0,2,5,6,0,0,0,0,0,0,0,0,1,5,4,0,5,3,6,0,7,3,0,2,9,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000003),Proteobacteria(100.00000000000003),Gammaproteobacteria(100.00000000000003),Pseudomonadales(100.00000000000003),Moraxellaceae(100.00000000000003),Acinetobacter(100.00000000000003),Acinetobacter sp000632455(17.80787545787546)
Zotu543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,3,1,0,0,0,6,0,Bacteria(100.00000000000003),Proteobacteria(100.00000000000003),Gammaproteobacteria(100.00000000000003),Pseudomonadales(100.00000000000003),Pseudomonadaceae(100.00000000000003),Pseudomonas_E(100.00000000000003),Pseudomonas_E lurida(5.194185520361991)
Zotu689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Bacteria(100.00000000000003),Proteobacteria(100.00000000000003),Gammaproteobacteria(100.00000000000003),Pseudomonadales(100.00000000000003),Pseudomonadaceae(100.00000000000003),Pseudomonas_E(100.00000000000003),Pseudomonas_E lurida(5.354264705882357)
Zotu635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,2,0,Bacteria(100.00000000000003),Proteobacteria(100.00000000000003),Gammaproteobacteria(100.00000000000003),Pseudomonadales(100.00000000000003),Pseudomonadaceae(100.00000000000003),Pseudomonas_E(100.00000000000003),Pseudomonas_E lurida(5.383676470588238)
Zotu533,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,3,0,Bacteria(100.00000000000003),Proteobacteria(100.00000000000003),Gammaproteobacteria(100.00000000000003),Pseudomonadales(100.00000000000003),Pseudomonadaceae(100.00000000000003),Pseudomonas_E(100.00000000000003),Pseudomonas_E lurida(5.3901131221719485)
Zotu619,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,Bacteria(100.00000000000003),Proteobacteria(100.00000000000003),Gammaproteobacteria(100.00000000000003),Pseudomonadales(100.00000000000003),Pseudomonadaceae(100.00000000000003),Pseudomonas_E(100.00000000000003),Pseudomonas_E lurida(5.443065610859729)
Zotu1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,Bacteria(100.00000000000003),Proteobacteria(100.00000000000003),Gammaproteobacteria(53.72500000000004),Pseudomonadales(53.72500000000004),Pseudomonadaceae(53.72500000000004),Hepatobacter(46.275000000000006),Hepatobacter penaei(46.275000000000006)
Zotu940,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,2,1,0,4,0,0,0,3,0,0,0,0,0,0,0,Bacteria(100.00000000000003),Proteobacteria(100.00000000000003),Gammaproteobacteria(60.04840159840159),Pseudomonadales(60.04840159840159),Pseudomonadaceae(60.04840159840159),Hepatobacter(39.951598401598396),Hepatobacter penaei(39.951598401598396)
Zotu590,3,0,3,0,2,1,0,0,10,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,2,0,0,0,0,2,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000003),Proteobacteria(100.00000000000003),Gammaproteobacteria(61.30952380952383),Pseudomonadales(61.30952380952383),Pseudomonadaceae(61.30952380952383),Hepatobacter(38.69047619047619),Hepatobacter penaei(38.69047619047619)
Zotu1120,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,Bacteria(100.00000000000003),Proteobacteria(100.00000000000003),Gammaproteobacteria(63.40140692640695),Pseudomonadales(63.40140692640695),Pseudomonadaceae(63.40140692640695),Pseudomonas_E(37.66576479076479),Hepatobacter penaei(36.598593073593065)
Zotu638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,3,0,2,0,0,0,Bacteria(100.00000000000004),Proteobacteria(100.00000000000004),Gammaproteobacteria(100.00000000000004),Pseudomonadales(100.00000000000004),Moraxellaceae(100.00000000000004),Acinetobacter(100.00000000000004),Acinetobacter sp000632455(17.573748473748477)
Zotu1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,Bacteria(100.00000000000004),Proteobacteria(100.00000000000004),Gammaproteobacteria(100.00000000000004),Pseudomonadales(100.00000000000004),Pseudomonadaceae(100.00000000000004),Pseudomonas_E(100.00000000000004),Pseudomonas_E lurida(5.349389140271494)
Zotu767,3,0,2,0,2,6,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000004),Proteobacteria(100.00000000000004),Gammaproteobacteria(60.309090909090926),Pseudomonadales(60.309090909090926),Pseudomonadaceae(60.309090909090926),Hepatobacter(39.69090909090909),Hepatobacter penaei(39.69090909090909)
Zotu1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,10,0,0,0,0,0,0,0,Bacteria(100.00000000000004),Proteobacteria(82.80000000000003),Gammaproteobacteria(45.70000000000001),Pseudomonadales(37.10000000000001),Oleiphilaceae(37.10000000000001),Marinobacter(37.10000000000001),Marinobacter sp003030785(37.10000000000001)
Zotu348,10,6,0,2,2,50,3,2,3,6,0,0,0,0,0,0,0,35,7,9,3,40,13,4,14,137,21,7,3,9,16,18,5,17,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000004),Proteobacteria(95.6176731465241),Gammaproteobacteria(95.6176731465241),Pseudomonadales(95.6176731465241),Pseudomonadaceae(95.6176731465241),Pseudomonas_E(93.99259089868697),Pseudomonas_E putida_J(4.38232685347595)
Zotu623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,Bacteria(100.00000000000006),Proteobacteria(100.00000000000006),Gammaproteobacteria(100.00000000000006),Enterobacterales(100.00000000000006),Enterobacteriaceae(100.00000000000006),Yersinia(61.83329263329264),Serratia proteamaculans_C(6.7162800162800185)
Zotu945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000006),Proteobacteria(100.00000000000006),Gammaproteobacteria(100.00000000000006),Enterobacterales(100.00000000000006),Enterobacteriaceae(100.00000000000006),Yersinia(62.889280626780646),Serratia proteamaculans_C(6.8835826210826205)
Zotu748,0,0,15,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000006),Proteobacteria(100.00000000000006),Gammaproteobacteria(100.00000000000006),Enterobacterales(100.00000000000006),Enterobacteriaceae(100.00000000000006),Yersinia(63.17237484737481),Serratia proteamaculans_C(6.922680097680094)
Zotu486,8,6,0,0,7,2,3,10,12,3,0,0,2,1,0,0,0,6,1,3,7,0,0,5,13,0,3,7,0,2,5,2,0,4,0,3,3,0,11,7,6,0,2,3,0,0,Bacteria(100.00000000000006),Proteobacteria(100.00000000000006),Gammaproteobacteria(100.00000000000006),Pseudomonadales(100.00000000000006),Moraxellaceae(100.00000000000006),Acinetobacter(100.00000000000006),Acinetobacter sp000632455(16.845238095238095)
Zotu1250,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000007),Firmicutes(100.00000000000007),Bacilli(100.00000000000007),Bacillales(98.4978354978356),Bacillaceae_A(90.70616883116892),Bacillus_AC(77.11991341991349),Bacillus_AC circulans(38.559956709956744)
Zotu772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,6,0,Bacteria(100.00000000000007),Proteobacteria(100.00000000000007),Gammaproteobacteria(64.04443334443337),Pseudomonadales(64.04443334443337),Pseudomonadaceae(64.04443334443337),Pseudomonas_E(45.03452935952937),Hepatobacter penaei(35.95556665556666)
Zotu1079,40,1,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.0000000000001),Proteobacteria(100.0000000000001),Gammaproteobacteria(100.0000000000001),Pseudomonadales(100.0000000000001),Moraxellaceae(100.0000000000001),Acinetobacter(100.0000000000001),Acinetobacter johnsonii(43.01203883835469)
Zotu749,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,Bacteria(100.0000000000001),Proteobacteria(100.0000000000001),Gammaproteobacteria(100.0000000000001),Pseudomonadales(100.0000000000001),Pseudomonadaceae(100.0000000000001),Pseudomonas_E(100.0000000000001),Pseudomonas_E lurida(5.377364253393666)
Zotu762,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,3,2,0,Bacteria(100.0000000000001),Proteobacteria(100.0000000000001),Gammaproteobacteria(100.0000000000001),Pseudomonadales(100.0000000000001),Pseudomonadaceae(100.0000000000001),Pseudomonas_E(100.0000000000001),Pseudomonas_E lurida(5.382918552036201)
Zotu680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000014),Proteobacteria(100.00000000000014),Gammaproteobacteria(100.00000000000014),Pseudomonadales(100.00000000000014),Pseudomonadaceae(100.00000000000014),Pseudomonas_E(100.00000000000014),Pseudomonas_E brassicacearum_A(6.53846153846154)
Zotu841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000014),Proteobacteria(100.00000000000014),Gammaproteobacteria(100.00000000000014),Pseudomonadales(100.00000000000014),Pseudomonadaceae(100.00000000000014),Pseudomonas_E(100.00000000000014),Pseudomonas_E brassicacearum_A(6.53846153846154)
Zotu1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000014),Proteobacteria(100.00000000000014),Gammaproteobacteria(100.00000000000014),Pseudomonadales(100.00000000000014),Pseudomonadaceae(100.00000000000014),Pseudomonas_E(100.00000000000014),Pseudomonas_E brassicacearum_A(6.53846153846154)
Zotu1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000014),Proteobacteria(100.00000000000014),Gammaproteobacteria(100.00000000000014),Pseudomonadales(100.00000000000014),Pseudomonadaceae(100.00000000000014),Pseudomonas_E(100.00000000000014),Pseudomonas_E brassicacearum_A(6.762820512820516)
Zotu729,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000014),Proteobacteria(100.00000000000014),Gammaproteobacteria(100.00000000000014),Pseudomonadales(100.00000000000014),Pseudomonadaceae(100.00000000000014),Pseudomonas_E(100.00000000000014),Pseudomonas_E lurida(5.261346153846158)
Zotu857,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000017),Proteobacteria(100.00000000000017),Gammaproteobacteria(100.00000000000017),Pseudomonadales(100.00000000000017),Pseudomonadaceae(100.00000000000017),Pseudomonas_E(100.00000000000017),Pseudomonas_E brassicacearum_A(6.538461538461542)
Zotu891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,5,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000017),Proteobacteria(100.00000000000017),Gammaproteobacteria(100.00000000000017),Pseudomonadales(100.00000000000017),Pseudomonadaceae(100.00000000000017),Pseudomonas_E(100.00000000000017),Pseudomonas_E brassicacearum_A(6.762820512820518)
Zotu1034,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000017),Proteobacteria(100.00000000000017),Gammaproteobacteria(100.00000000000017),Pseudomonadales(100.00000000000017),Pseudomonadaceae(100.00000000000017),Pseudomonas_E(100.00000000000017),Pseudomonas_E brassicacearum_A(7.121794871794876)
Zotu875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000017),Proteobacteria(100.00000000000017),Gammaproteobacteria(100.00000000000017),Pseudomonadales(100.00000000000017),Pseudomonadaceae(100.00000000000017),Pseudomonas_E(100.00000000000017),Pseudomonas_E lurida(5.382420814479642)
Zotu915,0,0,8,4,0,18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000018),Proteobacteria(100.00000000000018),Gammaproteobacteria(100.00000000000018),Enterobacterales(100.00000000000018),Enterobacteriaceae(100.00000000000018),Yersinia(61.72907877563055),Serratia proteamaculans_C(6.722923245337044)
Zotu728,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(100.00000000000018),Proteobacteria(100.00000000000018),Gammaproteobacteria(100.00000000000018),Pseudomonadales(100.00000000000018),Pseudomonadaceae(100.00000000000018),Pseudomonas_E(100.00000000000018),Pseudomonas_E brassicacearum_A(6.3141025641025665)
Zotu965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999977),Proteobacteria(99.99999999999977),Gammaproteobacteria(99.99999999999977),Enterobacterales(99.99999999999977),Enterobacteriaceae(99.99999999999977),Yersinia(62.04703135306575),Serratia proteamaculans_C(6.782081105356958)
Zotu692,0,0,2,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,6,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.9999999999998),Proteobacteria(99.9999999999998),Gammaproteobacteria(99.9999999999998),Enterobacterales(99.9999999999998),Enterobacteriaceae(99.9999999999998),Yersinia(62.21251263104704),Serratia proteamaculans_C(6.791355627131482)
Zotu949,3,0,3,6,0,0,0,0,1,0,0,0,0,0,1,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Bacteria(99.99999999999987),Proteobacteria(99.99999999999987),Gammaproteobacteria(57.839971139971034),Pseudomonadales(57.839971139971034),Pseudomonadaceae(57.839971139971034),Hepatobacter(42.16002886002882),Hepatobacter penaei(42.16002886002882)
Zotu1044,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Bacteria(99.99999999999989),Proteobacteria(99.99999999999989),Gammaproteobacteria(99.99999999999989),Burkholderiales(99.99999999999989),Burkholderiaceae(99.99999999999989),Massilia(59.25989010989007),Massilia sp000740675(33.74313186813185)
Zotu935,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,3,0,Bacteria(99.99999999999994),Proteobacteria(99.99999999999994),Gammaproteobacteria(59.948376623376625),Pseudomonadales(59.948376623376625),Pseudomonadaceae(59.948376623376625),Hepatobacter(40.05162337662338),Hepatobacter penaei(40.05162337662338)
Zotu819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999994),Proteobacteria(99.99999999999994),Gammaproteobacteria(99.99999999999994),Enterobacterales(99.99999999999994),Enterobacteriaceae(99.99999999999994),Yersinia(61.40812983312985),Serratia proteamaculans_C(6.661161986161989)
Zotu893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999996),Firmicutes(87.26349551414766),Bacilli(87.26349551414766),Staphylococcales(87.26349551414766),Staphylococcaceae(87.26349551414766),Staphylococcus(87.26349551414766),Staphylococcus pasteuri(6.36825224292615)
Zotu795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,Bacteria(99.99999999999996),Proteobacteria(99.99999999999996),Gammaproteobacteria(58.66569264069265),Pseudomonadales(58.66569264069265),Pseudomonadaceae(58.66569264069265),Hepatobacter(41.334307359307374),Hepatobacter penaei(41.334307359307374)
Zotu1042,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999996),Proteobacteria(99.99999999999996),Gammaproteobacteria(99.99999999999996),Burkholderiales(99.99999999999996),Neisseriaceae(97.99999999999996),Snodgrassella(92.53333333333329),Snodgrassella alvi(85.16666666666664)
Zotu732,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999996),Proteobacteria(99.99999999999996),Gammaproteobacteria(99.99999999999996),Enterobacterales(99.99999999999996),Enterobacteriaceae(99.99999999999996),Yersinia(61.92431564285011),Serratia proteamaculans_C(6.727293763069624)
Zotu1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999996),Proteobacteria(99.99999999999996),Gammaproteobacteria(99.99999999999996),Enterobacterales(99.99999999999996),Enterobacteriaceae(99.99999999999996),Yersinia(62.46320961924414),Serratia proteamaculans_C(6.8036317769076415)
Zotu654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,2,2,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999996),Proteobacteria(99.99999999999996),Gammaproteobacteria(99.99999999999996),Pseudomonadales(99.99999999999996),Pseudomonadaceae(99.99999999999996),Pseudomonas_E(99.99999999999996),Pseudomonas_E brassicacearum_A(6.897435897435901)
Zotu1136,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,Bacteria(99.99999999999996),Proteobacteria(99.99999999999996),Gammaproteobacteria(99.99999999999996),Pseudomonadales(99.99999999999996),Pseudomonadaceae(99.99999999999996),Pseudomonas_E(99.99999999999996),Pseudomonas_E lurida(5.432794117647054)
Zotu1137,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,76,0,7,1,1,0,Bacteria(99.99999999999997),Actinobacteriota(99.99999999999997),Actinobacteria(99.99999999999997),Mycobacteriales(99.99999999999997),Mycobacteriaceae(99.99999999999997),Corynebacterium(99.99999999999997),Corynebacterium atypicum(41.69999999999998)
Zotu1332,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999997),Bacteroidota(99.99999999999997),Bacteroidia(99.99999999999997),Chitinophagales(99.99999999999997),Chitinophagaceae(99.99999999999997),Chitinophaga(33.3),Niastella koreensis(25.45)
Zotu1255,0,0,0,0,0,0,0,0,0,0,4,5,12,4,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria(99.99999999999997),Campylobacterota(99.99999999999997),Campylobacteria(99.99999999999997),Campylobacterales(99.99999999999997),Campylobacteraceae(99.99999999999997),Campylobacter_B(66.41666666666666),Campylobacter_B ureolyticus(54.749999999999986)
